t,lowlevel_cnt,policy_run_steps,warmup,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee,L_ankle_pitch,L_ankle_roll,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee,R_ankle_pitch,R_ankle_roll
6.020000,6020,6020,0,-0.83165532,-0.72587138,-0.26624584,-0.11489885,-0.08619698,0.32757324,-0.69087851,-0.00661302,-0.31759417,-0.22577520,-0.38131183,-1.04703379
6.030000,6030,6030,0,-0.77066165,-0.53188163,-0.02801443,-0.15701945,-0.20712939,-0.01081247,-0.54301935,-0.09093277,-0.30269662,-0.76135552,-0.40045148,-1.39273119
6.040000,6040,6040,0,-0.73659068,-0.29118115,0.22895133,-0.24067834,-0.27933186,-0.51228136,-0.38782695,-0.13435507,-0.13378415,-1.36950052,-0.44812673,-1.73196077
6.050000,6050,6050,0,-0.64118785,0.03551257,0.39461866,-0.47178516,-0.24897540,-1.29813099,-0.17706960,-0.09110141,0.46448538,-1.87466550,-0.49661276,-1.93604863
6.060000,6060,6060,0,-0.20118581,0.62925261,0.40127754,-1.05646038,-0.03791060,-2.21298122,0.22668019,0.07701272,1.43199301,-1.88258398,-0.40081555,-1.98478341
6.070000,6070,6070,0,0.33090916,1.01771379,0.39164773,-1.73015809,-0.13294837,-2.74765921,0.64294261,0.35376230,2.14544678,-1.58681881,-0.26522818,-1.91666889
6.080000,6080,6080,0,0.72986794,0.96688843,0.30503786,-2.22424936,-0.40148535,-2.87730432,0.87286597,0.65160465,2.49779391,-1.32078362,-0.08600761,-1.88704050
6.090000,6090,6090,0,0.95321041,0.77700454,0.13316262,-2.57942152,-0.62711388,-2.79963684,0.95110434,1.00671399,2.59488487,-1.05745232,0.08659099,-1.86059618
6.100000,6100,6100,0,1.07874274,0.50684524,-0.02394170,-2.83092570,-0.71141100,-2.65763593,0.93777645,1.37802410,2.58240509,-0.84298646,0.16829751,-1.80726242
6.110000,6110,6110,0,1.14222109,0.23423706,-0.12539744,-2.98257089,-0.72045416,-2.51265860,0.88957942,1.68220472,2.53021145,-0.68285424,0.22792076,-1.75626159
6.120000,6120,6120,0,1.16745782,0.00573084,-0.21039456,-3.02780581,-0.68428993,-2.36608362,0.81635249,1.92609811,2.44860888,-0.57174665,0.28232533,-1.70967758
6.130000,6130,6130,0,1.17983413,-0.18080302,-0.26743573,-2.99017429,-0.60837495,-2.26963806,0.74215281,2.09262419,2.31690383,-0.51372939,0.28326643,-1.67044663
6.140000,6140,6140,0,1.17139471,-0.29791439,-0.27984917,-2.87762356,-0.49587294,-2.23418665,0.66416937,2.15973592,2.13181400,-0.52317625,0.23031221,-1.62245667
6.150000,6150,6150,0,1.13155735,-0.34913254,-0.26967183,-2.73147845,-0.36025235,-2.24394703,0.57823926,2.14880586,1.93858242,-0.58084887,0.14313214,-1.56466365
6.160000,6160,6160,0,1.07436109,-0.34828752,-0.24342299,-2.54207230,-0.25326169,-2.26026845,0.50744951,2.11215591,1.75197220,-0.64808214,0.05405830,-1.51183891
6.170000,6170,6170,0,1.02241445,-0.29549962,-0.22434762,-2.36332226,-0.20518884,-2.25047445,0.46211895,2.07952833,1.59070158,-0.69150400,0.01080345,-1.46965003
6.180000,6180,6180,0,0.98165566,-0.22472660,-0.20302150,-2.25924969,-0.17231652,-2.22663212,0.43865600,2.09288430,1.47530282,-0.70575541,0.01401280,-1.44039893
6.190000,6190,6190,0,0.97153217,-0.21678783,-0.14430356,-2.21050429,-0.11537894,-2.22224164,0.45151886,2.10158801,1.38863659,-0.71617186,0.02897792,-1.41348243
6.200000,6200,6200,0,0.98518115,-0.25171232,-0.05483252,-2.20743465,-0.06590220,-2.23448992,0.48338154,2.08102536,1.29747391,-0.73977721,0.05051457,-1.38618422
6.210000,6210,6210,0,1.01205206,-0.28017271,0.00495979,-2.25565529,-0.07272638,-2.25224686,0.53045100,2.03388023,1.22315955,-0.74768889,0.10613249,-1.36911511
6.220000,6220,6220,0,1.04944563,-0.29049420,0.01446950,-2.31204796,-0.10269246,-2.26061893,0.58802736,1.96962023,1.18053710,-0.73483682,0.17907737,-1.35881186
6.230000,6230,6230,0,1.08344722,-0.29715836,0.01834518,-2.33863974,-0.13023698,-2.25959301,0.64508384,1.89687896,1.15836227,-0.71848226,0.22929017,-1.35182393
6.240000,6240,6240,0,1.09922338,-0.29205066,0.02403319,-2.31624627,-0.15269321,-2.24884772,0.69417167,1.82068431,1.13540220,-0.70659965,0.25225657,-1.34439206
6.250000,6250,6250,0,1.09611404,-0.28527373,0.03857911,-2.24266768,-0.16560951,-2.22757912,0.73535037,1.74325860,1.10325933,-0.69881481,0.25398719,-1.32980978
6.260000,6260,6260,0,1.07731104,-0.27520478,0.05142149,-2.12852955,-0.17419365,-2.19472742,0.76996207,1.66960049,1.05828857,-0.69181848,0.24873601,-1.30770683
6.270000,6270,6270,0,1.04537511,-0.26438439,0.06288147,-1.97635043,-0.17837560,-2.15206909,0.79925776,1.59990966,1.00191057,-0.68326914,0.23831759,-1.28106666
6.280000,6280,6280,0,0.99999171,-0.24912195,0.07774642,-1.78817344,-0.17533615,-2.10032248,0.81941098,1.53217745,0.94030041,-0.67108244,0.21981089,-1.24906981
6.290000,6290,6290,0,0.94467020,-0.22166447,0.10057861,-1.57232809,-0.16589472,-2.03747392,0.83092004,1.46390116,0.87281466,-0.65468287,0.19269525,-1.21060443
6.300000,6300,6300,0,0.88382393,-0.17950821,0.13524377,-1.33443952,-0.14998215,-1.96241701,0.83599102,1.38986707,0.79643226,-0.63301289,0.15627913,-1.16294217
6.310000,6310,6310,0,0.81752580,-0.12164298,0.17798936,-1.07786012,-0.13297868,-1.87373555,0.83268720,1.30784822,0.71748394,-0.60161650,0.11660747,-1.10570574
6.320000,6320,6320,0,0.74730271,-0.05430964,0.22433451,-0.79484510,-0.11852410,-1.76943541,0.82244653,1.21380258,0.62821931,-0.55875272,0.08046298,-1.03507710
6.330000,6330,6330,0,0.67270291,0.01859988,0.27101603,-0.46994770,-0.10951089,-1.64622092,0.80813771,1.08839667,0.51384914,-0.50219178,0.04557430,-0.94394338
6.340000,6340,6340,0,0.59174758,0.09861228,0.32469612,-0.10505977,-0.10531942,-1.50618052,0.79026800,0.92880893,0.36659852,-0.44172084,0.00697409,-0.82556856
6.350000,6350,6350,0,0.49950901,0.18070592,0.38204646,0.29787055,-0.11083709,-1.34718943,0.76764429,0.74903703,0.17684667,-0.38867110,-0.04814385,-0.65473604
6.360000,6360,6360,0,0.38059258,0.25917190,0.42658573,0.74112135,-0.13660866,-1.16391170,0.73628610,0.57166278,-0.07952347,-0.36120629,-0.16714729,-0.35717830
6.370000,6370,6370,0,0.19589578,0.30505133,0.41060638,1.25213540,-0.16496344,-0.94059390,0.73590291,0.42432278,-0.44954458,-0.39521760,-0.42853367,0.25674498
6.380000,6380,6380,0,-0.01440750,0.28450525,0.14601006,1.80982423,-0.21600710,-0.59507465,0.73857719,0.08037506,-0.91230142,-0.35567355,-0.77291507,1.24028265
6.390000,6390,6390,0,-0.28973988,0.02630140,-0.57508445,2.17425680,-0.35357502,-0.09640279,0.48286349,-0.54697561,-1.20958233,0.12295544,-0.88451231,2.56438899
6.400000,6400,6400,0,-0.43859038,-0.40427417,-1.70609426,1.67843330,-0.52069271,0.35478282,-0.09229978,-1.28083861,-0.90731138,1.53794754,-0.17642421,3.26572967
6.410000,6410,6410,0,-0.48950088,-0.91396046,-2.34676456,1.13639283,-0.87580186,0.60155004,-0.78492141,-1.27803326,-0.51250058,2.57889318,0.40179366,2.57196212
6.420000,6420,6420,0,-0.58223522,-1.28341174,-2.55567646,0.84379476,-0.96422130,0.84402770,-1.23711181,-0.66756392,-0.24807309,2.96381235,0.42942697,1.60905337
6.430000,6430,6430,0,-0.74068898,-1.47183013,-2.44874024,0.66806751,-0.77675223,1.13046491,-1.38552320,-0.02120054,-0.09601079,3.06778669,0.23527353,1.40796280
6.440000,6440,6440,0,-0.82673007,-1.49973857,-2.43414950,0.51331484,-0.52871174,1.31350875,-1.47066796,0.19918308,-0.04832010,3.12646294,0.14786313,1.35225105
6.450000,6450,6450,0,-0.86696124,-1.47332478,-2.37154746,0.38705862,-0.36916643,1.37357616,-1.52027166,0.24246198,-0.04290067,3.06295109,0.06777318,1.33427954
6.460000,6460,6460,0,-0.85072654,-1.39838004,-2.20276237,0.32290283,-0.28277385,1.34393358,-1.50073147,0.28933924,-0.01657458,2.86369848,-0.00178614,1.27374125
6.470000,6470,6470,0,-0.77608800,-1.32540059,-1.98834181,0.34539607,-0.24693114,1.28452277,-1.41684949,0.31495452,0.01531769,2.56127238,-0.04662035,1.17282224
6.480000,6480,6480,0,-0.70577842,-1.27148843,-1.80740952,0.31983519,-0.20418644,1.24503756,-1.32549644,0.31512061,0.08741115,2.31639862,-0.13397175,1.05675602
6.490000,6490,6490,0,-0.68778163,-1.33148360,-1.73567653,0.27034527,-0.11416452,1.24125552,-1.27727962,0.35981575,0.09688519,2.20031309,-0.22106960,0.93914330
6.500000,6500,6500,0,-0.73263222,-1.52591109,-1.66010725,0.22787775,-0.08462959,1.28784478,-1.31659436,0.51731241,0.08867352,2.21580863,-0.27073589,0.82897162
6.510000,6510,6510,0,-0.74214971,-1.72457516,-1.59713817,0.22436750,-0.06582420,1.32263982,-1.34806037,0.57239783,0.12464549,2.26257372,-0.28374305,0.71199369
6.520000,6520,6520,0,-0.73265094,-1.79083300,-1.54890382,0.24775109,0.01311392,1.30874324,-1.34437466,0.52177441,0.10368709,2.29106617,-0.28926590,0.61550546
6.530000,6530,6530,0,-0.78065556,-1.75168109,-1.50330305,0.24727334,0.13511723,1.30148435,-1.34840477,0.46845874,0.01267974,2.27111769,-0.28690562,0.53412950
6.540000,6540,6540,0,-0.89397091,-1.61416197,-1.41830409,0.20524962,0.21843660,1.28684425,-1.37118709,0.52133131,-0.08410974,2.18263888,-0.29745269,0.50409156
6.550000,6550,6550,0,-0.99692369,-1.47965097,-1.37641037,0.10853916,0.29104877,1.24643147,-1.36975312,0.54771709,-0.10699601,2.11444545,-0.34921575,0.50360286
6.560000,6560,6560,0,-1.04750383,-1.40519810,-1.37391710,0.07024273,0.34355545,1.18102241,-1.36650574,0.55707562,-0.10881074,2.03713942,-0.39906409,0.48563972
6.570000,6570,6570,0,-1.07234776,-1.37412012,-1.34509635,0.05298810,0.39540905,1.14186800,-1.35040653,0.52603757,-0.12772353,1.92979050,-0.42737156,0.41803467
6.580000,6580,6580,0,-1.08988714,-1.34584832,-1.27365589,0.02883779,0.43414080,1.11934781,-1.32164752,0.48686680,-0.15646334,1.79174101,-0.44268152,0.32310903
6.590000,6590,6590,0,-1.09339893,-1.29586995,-1.18861067,-0.01309694,0.40470153,1.09994483,-1.28314567,0.47445706,-0.16796957,1.64292574,-0.45518488,0.21742019
6.600000,6600,6600,0,-1.07203794,-1.25484490,-1.10625792,-0.04388119,0.36341131,1.07224727,-1.22676623,0.44210166,-0.16736592,1.48806155,-0.45110905,0.10230732
6.610000,6610,6610,0,-1.03751373,-1.20103550,-1.01078784,-0.06298480,0.30449271,1.02798104,-1.16569030,0.39186883,-0.17830540,1.30913985,-0.43706033,-0.02255842
6.620000,6620,6620,0,-0.99137431,-1.14803934,-0.91191292,-0.07091155,0.23615640,0.96766388,-1.09685755,0.32803923,-0.18828179,1.08923173,-0.42471927,-0.16087480
6.630000,6630,6630,0,-0.94721490,-1.08102345,-0.78033519,-0.07220172,0.15223220,0.87643647,-1.02026415,0.26132455,-0.20952247,0.83980888,-0.41736782,-0.31615156
6.640000,6640,6640,0,-0.91212982,-0.99233562,-0.63754237,-0.07999750,0.08048067,0.75016016,-0.93153912,0.18557903,-0.23604962,0.55632800,-0.40358573,-0.50541461
6.650000,6650,6650,0,-0.88113528,-0.87320954,-0.46622348,-0.08918181,0.00919551,0.56839621,-0.82476419,0.09125865,-0.28281781,0.20898035,-0.38136214,-0.74666083
6.660000,6660,6660,0,-0.83165532,-0.72587144,-0.26624578,-0.11489879,-0.08619728,0.32757309,-0.69087851,-0.00661293,-0.31759411,-0.22577532,-0.38131180,-1.04703367
6.670000,6670,6670,0,-0.77066153,-0.53188157,-0.02801446,-0.15701941,-0.20712930,-0.01081253,-0.54301947,-0.09093271,-0.30269656,-0.76135534,-0.40045166,-1.39273107
6.680000,6680,6680,0,-0.73659068,-0.29118121,0.22895136,-0.24067824,-0.27933186,-0.51228154,-0.38782698,-0.13435519,-0.13378425,-1.36950052,-0.44812658,-1.73196077
6.690000,6690,6690,0,-0.64118785,0.03551276,0.39461869,-0.47178522,-0.24897546,-1.29813099,-0.17706963,-0.09110148,0.46448529,-1.87466550,-0.49661291,-1.93604863
6.700000,6700,6700,0,-0.20118597,0.62925255,0.40127748,-1.05646026,-0.03791059,-2.21298122,0.22668013,0.07701273,1.43199301,-1.88258421,-0.40081564,-1.98478341
6.710000,6710,6710,0,0.33090898,1.01771379,0.39164758,-1.73015809,-0.13294840,-2.74765944,0.64294249,0.35376230,2.14544678,-1.58681881,-0.26522833,-1.91666889
6.720000,6720,6720,0,0.72986794,0.96688825,0.30503809,-2.22424936,-0.40148520,-2.87730455,0.87286597,0.65160465,2.49779367,-1.32078350,-0.08600767,-1.88704062
6.730000,6730,6730,0,0.95321023,0.77700460,0.13316256,-2.57942176,-0.62711376,-2.79963684,0.95110440,1.00671387,2.59488487,-1.05745256,0.08659105,-1.86059618
6.740000,6740,6740,0,1.07874250,0.50684518,-0.02394158,-2.83092570,-0.71141106,-2.65763593,0.93777651,1.37802422,2.58240533,-0.84298635,0.16829751,-1.80726242
6.750000,6750,6750,0,1.14222109,0.23423691,-0.12539744,-2.98257089,-0.72045416,-2.51265860,0.88957947,1.68220484,2.53021145,-0.68285412,0.22792087,-1.75626159
6.760000,6760,6760,0,1.16745794,0.00573061,-0.21039480,-3.02780581,-0.68428999,-2.36608362,0.81635261,1.92609763,2.44860911,-0.57174665,0.28232515,-1.70967770
6.770000,6770,6770,0,1.17983413,-0.18080285,-0.26743567,-2.99017453,-0.60837501,-2.26963806,0.74215275,2.09262419,2.31690407,-0.51372939,0.28326654,-1.67044675
6.780000,6780,6780,0,1.17139471,-0.29791445,-0.27984911,-2.87762356,-0.49587291,-2.23418665,0.66416937,2.15973592,2.13181400,-0.52317631,0.23031233,-1.62245679
6.790000,6790,6790,0,1.13155735,-0.34913248,-0.26967204,-2.73147821,-0.36025241,-2.24394703,0.57823938,2.14880586,1.93858242,-0.58084881,0.14313219,-1.56466365
6.800000,6800,6800,0,1.07436097,-0.34828728,-0.24342293,-2.54207230,-0.25326174,-2.26026821,0.50744951,2.11215591,1.75197220,-0.64808214,0.05405842,-1.51183891
6.810000,6810,6810,0,1.02241468,-0.29549968,-0.22434753,-2.36332226,-0.20518905,-2.25047445,0.46211901,2.07952881,1.59070158,-0.69150388,0.01080345,-1.46964991
6.820000,6820,6820,0,0.98165554,-0.22472699,-0.20302156,-2.25924969,-0.17231655,-2.22663212,0.43865600,2.09288406,1.47530270,-0.70575529,0.01401280,-1.44039881
6.830000,6830,6830,0,0.97153223,-0.21678768,-0.14430362,-2.21050453,-0.11537903,-2.22224164,0.45151880,2.10158801,1.38863635,-0.71617198,0.02897786,-1.41348243
6.840000,6840,6840,0,0.98518103,-0.25171238,-0.05483264,-2.20743465,-0.06590211,-2.23448992,0.48338142,2.08102536,1.29747403,-0.73977721,0.05051439,-1.38618422
6.850000,6850,6850,0,1.01205206,-0.28017271,0.00495982,-2.25565529,-0.07272635,-2.25224638,0.53045100,2.03388023,1.22315967,-0.74768883,0.10613237,-1.36911511
6.860000,6860,6860,0,1.04944551,-0.29049414,0.01446956,-2.31204820,-0.10269252,-2.26061869,0.58802748,1.96962023,1.18053699,-0.73483676,0.17907737,-1.35881186
6.870000,6870,6870,0,1.08344734,-0.29715842,0.01834509,-2.33863974,-0.13023683,-2.25959301,0.64508408,1.89687896,1.15836251,-0.71848214,0.22929035,-1.35182405
6.880000,6880,6880,0,1.09922338,-0.29205060,0.02403313,-2.31624627,-0.15269312,-2.24884772,0.69417173,1.82068431,1.13540220,-0.70659947,0.25225657,-1.34439206
6.890000,6890,6890,0,1.09611428,-0.28527385,0.03857917,-2.24266791,-0.16560978,-2.22757888,0.73535037,1.74325871,1.10325921,-0.69881463,0.25398737,-1.32980990
6.900000,6900,6900,0,1.07731116,-0.27520478,0.05142158,-2.12852955,-0.17419365,-2.19472742,0.76996225,1.66960049,1.05828857,-0.69181842,0.24873631,-1.30770671
6.910000,6910,6910,0,1.04537511,-0.26438439,0.06288147,-1.97635055,-0.17837575,-2.15206933,0.79925781,1.59990931,1.00191045,-0.68326926,0.23831765,-1.28106666
6.920000,6920,6920,0,0.99999171,-0.24912195,0.07774642,-1.78817344,-0.17533615,-2.10032248,0.81941092,1.53217757,0.94030041,-0.67108256,0.21981065,-1.24906981
6.930000,6930,6930,0,0.94467026,-0.22166435,0.10057878,-1.57232797,-0.16589478,-2.03747392,0.83092004,1.46390116,0.87281466,-0.65468287,0.19269542,-1.21060467
6.940000,6940,6940,0,0.88382381,-0.17950831,0.13524356,-1.33443952,-0.14998215,-1.96241713,0.83599102,1.38986742,0.79643214,-0.63301277,0.15627913,-1.16294217
6.950000,6950,6950,0,0.81752580,-0.12164308,0.17798939,-1.07786024,-0.13297862,-1.87373567,0.83268720,1.30784822,0.71748400,-0.60161638,0.11660753,-1.10570574
6.960000,6960,6960,0,0.74730277,-0.05430970,0.22433446,-0.79484504,-0.11852410,-1.76943541,0.82244647,1.21380258,0.62821919,-0.55875278,0.08046292,-1.03507710
6.970000,6970,6970,0,0.67270303,0.01859990,0.27101600,-0.46994773,-0.10951094,-1.64622092,0.80813766,1.08839679,0.51384926,-0.50219166,0.04557436,-0.94394338
6.980000,6980,6980,0,0.59174758,0.09861229,0.32469609,-0.10505994,-0.10531933,-1.50618064,0.79026794,0.92880893,0.36659858,-0.44172084,0.00697403,-0.82556844
6.990000,6990,6990,0,0.49950907,0.18070595,0.38204655,0.29787052,-0.11083715,-1.34718931,0.76764423,0.74903703,0.17684664,-0.38867122,-0.04814385,-0.65473604
7.000000,7000,7000,0,0.38059264,0.25917184,0.42658585,0.74112123,-0.13660866,-1.16391182,0.73628610,0.57166278,-0.07952352,-0.36120641,-0.16714729,-0.35717836
7.010000,7010,7010,0,0.19589584,0.30505139,0.41060635,1.25213528,-0.16496342,-0.94059402,0.73590297,0.42432290,-0.44954452,-0.39521772,-0.42853361,0.25674492
7.020000,7020,7020,0,-0.01440739,0.28450522,0.14601019,1.80982423,-0.21600693,-0.59507477,0.73857719,0.08037528,-0.91230136,-0.35567367,-0.77291489,1.24028242
7.030000,7030,7030,0,-0.28973991,0.02630149,-0.57508409,2.17425680,-0.35357493,-0.09640291,0.48286375,-0.54697537,-1.20958233,0.12295504,-0.88451242,2.56438875
7.040000,7040,7040,0,-0.43859038,-0.40427405,-1.70609379,1.67843354,-0.52069253,0.35478276,-0.09229960,-1.28083873,-0.90731156,1.53794706,-0.17642434,3.26573014
7.050000,7050,7050,0,-0.48950091,-0.91396040,-2.34676480,1.13639271,-0.87580192,0.60154998,-0.78492111,-1.27803338,-0.51250052,2.57889295,0.40179360,2.57196283
7.060000,7060,7060,0,-0.58223534,-1.28341174,-2.55567670,0.84379494,-0.96422160,0.84402770,-1.23711181,-0.66756439,-0.24807329,2.96381235,0.42942739,1.60905337
7.070000,7070,7070,0,-0.74068880,-1.47183013,-2.44874024,0.66806757,-0.77675217,1.13046467,-1.38552308,-0.02120069,-0.09601083,3.06778669,0.23527341,1.40796280
7.080000,7080,7080,0,-0.82673019,-1.49973869,-2.43414950,0.51331472,-0.52871162,1.31350875,-1.47066796,0.19918315,-0.04831980,3.12646294,0.14786308,1.35225129
7.090000,7090,7090,0,-0.86696100,-1.47332454,-2.37154746,0.38705847,-0.36916649,1.37357616,-1.52027166,0.24246201,-0.04290064,3.06295109,0.06777303,1.33427954
7.100000,7100,7100,0,-0.85072637,-1.39838028,-2.20276213,0.32290307,-0.28277397,1.34393334,-1.50073159,0.28933913,-0.01657476,2.86369848,-0.00178605,1.27374148
7.110000,7110,7110,0,-0.77608782,-1.32540059,-1.98834181,0.34539607,-0.24693102,1.28452277,-1.41684926,0.31495479,0.01531802,2.56127238,-0.04662036,1.17282212
7.120000,7120,7120,0,-0.70577842,-1.27148867,-1.80740941,0.31983539,-0.20418656,1.24503744,-1.32549620,0.31512058,0.08741103,2.31639838,-0.13397172,1.05675602
7.130000,7130,7130,0,-0.68778139,-1.33148348,-1.73567665,0.27034515,-0.11416458,1.24125564,-1.27727962,0.35981551,0.09688522,2.20031309,-0.22106956,0.93914330
7.140000,7140,7140,0,-0.73263210,-1.52591109,-1.66010714,0.22787796,-0.08462965,1.28784454,-1.31659448,0.51731229,0.08867340,2.21580887,-0.27073592,0.82897198
7.150000,7150,7150,0,-0.74214965,-1.72457528,-1.59713817,0.22436731,-0.06582408,1.32263994,-1.34806049,0.57239795,0.12464561,2.26257372,-0.28374299,0.71199381
7.160000,7160,7160,0,-0.73265100,-1.79083288,-1.54890394,0.24775124,0.01311374,1.30874312,-1.34437478,0.52177453,0.10368709,2.29106617,-0.28926593,0.61550534
7.170000,7170,7170,0,-0.78065532,-1.75168133,-1.50330305,0.24727337,0.13511699,1.30148435,-1.34840441,0.46845886,0.01267992,2.27111793,-0.28690571,0.53412950
7.180000,7180,7180,0,-0.89397085,-1.61416197,-1.41830420,0.20524973,0.21843642,1.28684425,-1.37118721,0.52133131,-0.08410968,2.18263912,-0.29745251,0.50409150
7.190000,7190,7190,0,-0.99692357,-1.47965097,-1.37641060,0.10853910,0.29104888,1.24643147,-1.36975312,0.54771698,-0.10699601,2.11444545,-0.34921575,0.50360286
7.200000,7200,7200,0,-1.04750371,-1.40519810,-1.37391686,0.07024284,0.34355539,1.18102241,-1.36650586,0.55707574,-0.10881077,2.03713965,-0.39906406,0.48563984
7.210000,7210,7210,0,-1.07234788,-1.37412047,-1.34509635,0.05298816,0.39540911,1.14186811,-1.35040653,0.52603757,-0.12772350,1.92979050,-0.42737168,0.41803479
7.220000,7220,7220,0,-1.08988702,-1.34584808,-1.27365613,0.02883779,0.43414080,1.11934781,-1.32164741,0.48686662,-0.15646298,1.79174113,-0.44268131,0.32310933
7.230000,7230,7230,0,-1.09339881,-1.29587007,-1.18861079,-0.01309694,0.40470129,1.09994471,-1.28314579,0.47445717,-0.16796978,1.64292586,-0.45518500,0.21742022
7.240000,7240,7240,0,-1.07203782,-1.25484490,-1.10625792,-0.04388120,0.36341119,1.07224739,-1.22676635,0.44210160,-0.16736551,1.48806179,-0.45110905,0.10230747
7.250000,7250,7250,0,-1.03751373,-1.20103574,-1.01078784,-0.06298483,0.30449271,1.02798128,-1.16569030,0.39186898,-0.17830543,1.30914009,-0.43706024,-0.02255821
7.260000,7260,7260,0,-0.99137419,-1.14803934,-0.91191286,-0.07091137,0.23615634,0.96766382,-1.09685791,0.32803920,-0.18828182,1.08923185,-0.42471927,-0.16087459
7.270000,7270,7270,0,-0.94721484,-1.08102345,-0.78033531,-0.07220160,0.15223220,0.87643635,-1.02026403,0.26132461,-0.20952235,0.83980894,-0.41736785,-0.31615141
7.280000,7280,7280,0,-0.91212982,-0.99233562,-0.63754237,-0.07999743,0.08048073,0.75016016,-0.93153900,0.18557900,-0.23604953,0.55632806,-0.40358579,-0.50541449
7.290000,7290,7290,0,-0.88113517,-0.87320960,-0.46622330,-0.08918162,0.00919528,0.56839621,-0.82476419,0.09125859,-0.28281787,0.20898050,-0.38136208,-0.74666071
7.300000,7300,7300,0,-0.83165520,-0.72587150,-0.26624590,-0.11489882,-0.08619725,0.32757312,-0.69087863,-0.00661290,-0.31759396,-0.22577520,-0.38131189,-1.04703355
7.310000,7310,7310,0,-0.77066153,-0.53188163,-0.02801444,-0.15701945,-0.20712927,-0.01081256,-0.54301935,-0.09093277,-0.30269665,-0.76135540,-0.40045154,-1.39273107
7.320000,7320,7320,0,-0.73659068,-0.29118115,0.22895139,-0.24067830,-0.27933201,-0.51228136,-0.38782701,-0.13435520,-0.13378440,-1.36950052,-0.44812664,-1.73196077
7.330000,7330,7330,0,-0.64118791,0.03551273,0.39461866,-0.47178513,-0.24897540,-1.29813075,-0.17706966,-0.09110145,0.46448538,-1.87466550,-0.49661285,-1.93604863
7.340000,7340,7340,0,-0.20118593,0.62925237,0.40127748,-1.05646014,-0.03791056,-2.21298122,0.22668022,0.07701270,1.43199277,-1.88258445,-0.40081552,-1.98478317
7.350000,7350,7350,0,0.33090907,1.01771367,0.39164767,-1.73015833,-0.13294834,-2.74765921,0.64294255,0.35376227,2.14544678,-1.58681881,-0.26522815,-1.91666877
7.360000,7360,7360,0,0.72986799,0.96688837,0.30503809,-2.22424936,-0.40148526,-2.87730455,0.87286586,0.65160465,2.49779367,-1.32078373,-0.08600761,-1.88704062
7.370000,7370,7370,0,0.95321029,0.77700466,0.13316256,-2.57942152,-0.62711400,-2.79963684,0.95110434,1.00671399,2.59488487,-1.05745244,0.08659087,-1.86059618
7.380000,7380,7380,0,1.07874274,0.50684500,-0.02394164,-2.83092570,-0.71141094,-2.65763617,0.93777645,1.37802410,2.58240509,-0.84298646,0.16829728,-1.80726218
7.390000,7390,7390,0,1.14222097,0.23423730,-0.12539744,-2.98257065,-0.72045439,-2.51265836,0.88957936,1.68220472,2.53021097,-0.68285435,0.22792070,-1.75626159
7.400000,7400,7400,0,1.16745782,0.00573051,-0.21039462,-3.02780604,-0.68428987,-2.36608362,0.81635255,1.92609787,2.44860911,-0.57174647,0.28232527,-1.70967758
7.410000,7410,7410,0,1.17983401,-0.18080287,-0.26743579,-2.99017477,-0.60837501,-2.26963806,0.74215275,2.09262395,2.31690407,-0.51372951,0.28326643,-1.67044663
7.420000,7420,7420,0,1.17139471,-0.29791439,-0.27984923,-2.87762356,-0.49587291,-2.23418641,0.66416913,2.15973616,2.13181353,-0.52317649,0.23031215,-1.62245679
7.430000,7430,7430,0,1.13155723,-0.34913260,-0.26967186,-2.73147821,-0.36025235,-2.24394703,0.57823920,2.14880586,1.93858254,-0.58084881,0.14313208,-1.56466353
7.440000,7440,7440,0,1.07436097,-0.34828734,-0.24342284,-2.54207230,-0.25326163,-2.26026821,0.50744939,2.11215591,1.75197196,-0.64808214,0.05405842,-1.51183891
7.450000,7450,7450,0,1.02241445,-0.29549962,-0.22434747,-2.36332226,-0.20518893,-2.25047445,0.46211901,2.07952857,1.59070158,-0.69150406,0.01080345,-1.46965003
7.460000,7460,7460,0,0.98165566,-0.22472672,-0.20302176,-2.25924969,-0.17231643,-2.22663212,0.43865606,2.09288406,1.47530293,-0.70575547,0.01401274,-1.44039869
7.470000,7470,7470,0,0.97153217,-0.21678768,-0.14430356,-2.21050453,-0.11537903,-2.22224164,0.45151874,2.10158801,1.38863623,-0.71617198,0.02897780,-1.41348243
7.480000,7480,7480,0,0.98518115,-0.25171232,-0.05483258,-2.20743465,-0.06590215,-2.23448992,0.48338160,2.08102560,1.29747379,-0.73977709,0.05051451,-1.38618422
7.490000,7490,7490,0,1.01205218,-0.28017282,0.00495979,-2.25565529,-0.07272627,-2.25224686,0.53045112,2.03388000,1.22315979,-0.74768889,0.10613243,-1.36911511
7.500000,7500,7500,0,1.04944563,-0.29049426,0.01446941,-2.31204796,-0.10269236,-2.26061869,0.58802736,1.96962023,1.18053699,-0.73483682,0.17907737,-1.35881186
7.510000,7510,7510,0,1.08344734,-0.29715830,0.01834497,-2.33863974,-0.13023695,-2.25959301,0.64508390,1.89687896,1.15836263,-0.71848226,0.22929023,-1.35182405
7.520000,7520,7520,0,1.09922361,-0.29205060,0.02403325,-2.31624627,-0.15269315,-2.24884772,0.69417173,1.82068431,1.13540220,-0.70659947,0.25225675,-1.34439182
